PointID,Original_ID,Human_Class,Scene,Confidence,Notes
71,6305,2,水体边缘,m,WC_Class=2
72,8482,1,建筑,h,WC_Class=2
73,10588,2,水体边缘,m,WC_Class=3
74,3019,2,veg,l,WC_Class=1
75,9197,1,高铁站,m,WC_Class=2
76,2910,1,建筑,h,WC_Class=1
77,1410,2,农村孤立建筑,m,WC_Class=1
78,8505,1,水泥路面,m,WC_Class=2
79,545,2,veg,h,WC_Class=1
80,487,2,veg,h,WC_Class=1
81,8602,2,孤立建筑水体边缘,l,WC_Class=2
82,5015,2,农村土路,h,WC_Class=2
83,17,2,veg,h,WC_Class=1
84,2666,2,农田土地,h,WC_Class=1
85,9688,2,水体旁边的veg,h,WC_Class=2
86,1869,2,农村土路,l,WC_Class=1
87,7925,2,田地,h,WC_Class=2
88,2717,2,veg,m,WC_Class=1
89,13362,3,水体,m,WC_Class=3
90,1381,2,小区绿植,m,WC_Class=1
91,1631,1,小区地面,m,WC_Class=1
92,6480,3,水体边缘,h,WC_Class=2
93,8345,2,农村土路,h,WC_Class=2
94,7918,2,veg,h,WC_Class=2
95,4487,2,土路,m,WC_Class=1
96,4572,1,railway 边缘,m,WC_Class=1
97,7643,1,建筑,h,WC_Class=2
98,5579,2,农村土路,h,WC_Class=2
99,6730,3,水体,m,WC_Class=2
100,7413,1,农村建筑,h,WC_Class=2
101,7131,2,农村土路,h,WC_Class=2
102,9019,2,大棚,h,WC_Class=2
103,4380,2,农村孤立建筑,h,WC_Class=1
104,10509,3,水体,h,WC_Class=3
105,6173,1,小区路面,m,WC_Class=2
106,8537,1,城市路面,m,WC_Class=2
107,2458,2,工地,l,WC_Class=1
108,1063,2,土路,h,WC_Class=1
109,1414,2,veg,h,WC_Class=1
110,5922,2,水体边缘veg,h,WC_Class=2
111,3319,2,veg,h,WC_Class=1
112,5441,2,大棚,h,WC_Class=2
113,5923,2,田地,m,WC_Class=2
114,5220,1,建筑,m,WC_Class=2
115,8981,2,工地,h,WC_Class=2
116,1061,2,veg 土路,m,WC_Class=1
117,8979,2,乱地,h,WC_Class=2
118,7059,2,veg,m,WC_Class=2
119,10608,2,veg,m,WC_Class=3
120,11720,3,水体,h,WC_Class=3
121,4808,2,veg,h,WC_Class=1
122,7866,2,veg,m,WC_Class=2
123,9246,2,农村地面,m,WC_Class=2
124,1586,1,小区地面,m,WC_Class=1
125,927,1,农村建筑,h,WC_Class=1
126,5062,1,小区,h,WC_Class=2
127,3617,2,veg,m,WC_Class=1
128,3886,2,veg,m,WC_Class=1
129,824,1,小区veg,m,WC_Class=1
130,5973,1,工厂,m,WC_Class=2
131,2773,2,农村地面,h,WC_Class=1
132,2604,2,veg,h,WC_Class=1
133,4512,1,city road,h,WC_Class=1
134,7358,1,urban road,h,WC_Class=2
135,3118,2,农村路面,h,WC_Class=1
136,2862,1,城市路面,h,WC_Class=1
137,2938,2,veg,h,WC_Class=1
138,5623,2,veg,m,WC_Class=2
139,2745,1,小区,h,WC_Class=1
140,5379,1,水坝建筑,h,WC_Class=2
141,630,3,水体,h,WC_Class=1
142,9306,2,veg,h,WC_Class=2
143,10405,3,水体,h,WC_Class=3
144,3557,1,房子院子,m,WC_Class=1
145,1905,1,小区veg,m,WC_Class=1
146,6180,2,稻田,h,WC_Class=2
147,8624,2,水体边缘,m,WC_Class=2
148,8013,2,公路边缘,m,WC_Class=2
149,6535,2,veg,m,WC_Class=2
150,7218,2,工地,m,WC_Class=2
