Original_ID,lon,lat,Class,margin,Human_Class,Conf,WC_local,WC_bams,City,DW_raw,ESRI_raw,WC_ee_raw,WC_C3,DW_C3,ESRI_C3,WC_ee_C3
4399,113.78128762304168,30.319982385366295,1,0.5533333333333332,2.0,high,1,1,Wuhan,6,7,50,1.0,1,1,1
11931,114.11680838166032,30.628374022404525,3,0.4733333333333333,3.0,med,3,3,Wuhan,0,1,80,3.0,3,3,3
6266,114.55545573489589,30.80776758464319,2,0.5566666666666666,2.0,med,2,2,Wuhan,0,1,30,2.0,3,3,2
1032,114.41927113782336,30.900833048077978,1,0.4533333333333333,2.0,high,1,1,Wuhan,6,7,50,1.0,1,1,1
3152,114.78039388203942,30.9626371396254,1,0.4266666666666667,2.0,high,1,1,Wuhan,6,7,50,1.0,1,1,1
5609,114.38783010287918,30.07357450293231,2,0.37,2.0,med,2,2,Wuhan,0,1,60,2.0,3,3,2
4119,113.89896692526132,30.291326127802883,1,0.5466666666666666,2.0,high,1,1,Wuhan,6,7,50,1.0,1,1,1
7264,114.33033792469551,30.861486838633542,2,0.4733333333333334,1.0,high,2,2,Wuhan,6,7,10,2.0,1,1,2
5221,114.8126434007393,30.65990488887712,2,0.5533333333333332,2.0,med,2,2,Wuhan,6,7,30,2.0,1,1,2
13415,114.34857372496316,30.70778509352069,3,0.51,2.0,med,3,3,Wuhan,0,1,80,3.0,3,3,3
356,114.50991114999104,31.0445634935371,1,0.48,2.0,high,1,1,Wuhan,1,7,50,1.0,2,1,1
1228,114.31650386932009,30.64454369751868,1,0.48,1.0,med,1,1,Wuhan,6,7,50,1.0,1,1,1
8164,114.31380892346772,31.06980615302086,2,0.5266666666666666,2.0,med,2,2,Wuhan,6,7,10,2.0,1,1,2
6480,114.02212595071413,30.441614274836077,2,0.4899999999999999,1.0,high,2,2,Wuhan,6,7,30,2.0,1,1,2
11377,114.31461740722344,30.609509401438014,3,0.2633333333333333,2.0,med,3,3,Wuhan,0,1,80,3.0,3,3,3
12890,114.00829189533869,30.74758046060719,3,0.3966666666666666,2.0,med,3,3,Wuhan,0,1,80,3.0,3,3,3
5182,113.74266006582454,30.442422758591785,2,0.3333333333333333,2.0,med,2,2,Wuhan,6,7,60,2.0,1,1,2
7368,114.3842368417427,30.355914996731077,2,0.3666666666666667,2.0,med,2,2,Wuhan,6,1,30,2.0,1,3,2
8289,114.03057011438484,30.79312504551205,2,0.35,2.0,high,2,2,Wuhan,4,5,40,2.0,2,2,2
2742,114.32351072853622,30.4748519403485,1,0.2966666666666666,2.0,high,1,1,Wuhan,6,7,50,1.0,1,1,1
9555,114.5998325099314,30.75476698288014,2,0.56,2.0,high,2,2,Wuhan,6,7,40,2.0,1,1,2
6997,113.94010976527402,30.50871842655981,2,0.3799999999999999,1.0,med,2,2,Wuhan,6,7,10,2.0,1,1,2
9358,112.72199424000794,27.979152418007647,2,0.4633333333333333,2.0,high,2,2,Changsha,6,7,10,2.0,1,1,2
7015,113.11527667139546,28.096023236471595,2,0.29,1.0,high,2,2,Changsha,6,7,10,2.0,1,1,2
8825,112.5480804010024,28.238675703589777,2,0.3999999999999999,1.0,high,2,2,Changsha,6,7,10,2.0,1,1,2
6953,113.37363214710824,28.270296401590784,2,0.3366666666666667,2.0,low,2,2,Changsha,6,7,60,2.0,1,1,2
8352,112.13126210917096,28.105096220841205,2,0.4266666666666666,2.0,med,2,2,Changsha,6,7,30,2.0,1,1,2
12379,113.04161481809768,28.19618539065092,3,0.3966666666666666,1.0,med,3,3,Changsha,0,1,80,3.0,3,3,3
7845,112.5781739630204,28.240113008044368,2,0.4833333333333333,3.0,low,2,2,Changsha,0,7,60,2.0,3,1,2
5675,113.31344502307223,28.207055005588767,2,0.3466666666666667,1.0,high,2,2,Changsha,6,7,60,2.0,1,1,2
2399,112.87910958320045,27.99783737591733,1,0.4933333333333333,2.0,med,1,1,Changsha,6,7,50,1.0,1,1,1
4129,112.94288996837294,28.057395679254455,1,0.3266666666666666,2.0,med,1,1,Changsha,6,7,50,1.0,1,1,1
9399,112.910191292031,28.495324380262723,2,0.53,2.0,high,2,2,Changsha,6,7,10,2.0,1,1,2
13669,111.99597582738254,27.991908495042143,3,0.5166666666666666,3.0,low,3,3,Changsha,0,1,80,3.0,3,3,3
7646,113.43426842878632,28.19555656995204,2,0.5733333333333333,2.0,high,2,2,Changsha,1,7,10,2.0,2,1,2
7754,112.88216385516644,28.271284548403315,2,0.3833333333333333,1.0,high,2,2,Changsha,6,7,60,2.0,1,1,2
6066,113.83761199135596,28.28574742447764,2,0.5133333333333334,3.0,low,2,2,Changsha,0,1,60,2.0,3,3,2
7204,112.8456922546312,28.29625771330184,2,0.5233333333333334,1.0,high,2,2,Changsha,6,7,60,2.0,1,1,2
2217,112.99544141249392,27.987327087093135,1,0.56,2.0,med,1,1,Changsha,6,7,50,1.0,1,1,1
6490,113.03622492639296,28.431903321203883,2,0.47,3.0,high,2,2,Changsha,0,1,60,2.0,3,3,2
7958,113.0328113283133,28.23894519817501,2,0.37,1.0,high,2,2,Changsha,0,7,10,2.0,3,1,2
10962,112.0009165614452,27.989213549189785,3,0.35,2.0,low,3,3,Changsha,0,1,80,3.0,3,3,3
13421,113.3793813649266,28.132315173950023,3,0.4766666666666666,3.0,med,3,3,Changsha,0,1,80,3.0,3,3,3
1975,113.04987931871156,28.265804825170186,1,0.5766666666666667,1.0,med,1,1,Changsha,6,7,50,1.0,1,1,1
9697,113.23088984846164,28.303983224745267,2,0.37,1.0,high,2,2,Changsha,6,5,10,2.0,1,2,2
8854,112.09380236182317,28.044909096805196,2,0.5866666666666667,3.0,med,2,2,Changsha,1,7,10,2.0,2,1,2
464,113.07359484221232,28.180195378593595,1,0.48,2.0,high,1,1,Changsha,6,7,50,1.0,1,1,1
5561,112.48403052124468,28.080931539698387,2,0.5933333333333333,2.0,high,2,2,Changsha,6,7,40,2.0,1,1,2
8414,113.60360085984284,28.428310060067407,2,0.3,1.0,low,2,2,Changsha,6,7,10,2.0,1,1,2
4050,112.97406150873188,28.236968904549947,1,0.3733333333333333,1.0,high,1,1,Changsha,6,7,50,1.0,1,1,1
5441,112.60314712791892,27.892195498504876,2,0.5566666666666666,2.0,med,2,2,Changsha,6,7,10,2.0,1,1,2
9532,112.43695880035682,28.2118160765946,2,0.3666666666666666,2.0,med,2,2,Changsha,6,7,10,2.0,1,1,2
6003,112.98043954724912,28.06628900056724,2,0.4066666666666667,1.0,high,2,2,Changsha,6,7,10,2.0,1,1,2
6236,112.80104598501046,28.214331359390137,2,0.5833333333333333,3.0,high,2,2,Changsha,6,7,10,2.0,1,1,2
5268,112.79889002832856,28.4973905054162,2,0.48,1.0,high,2,2,Changsha,6,7,60,2.0,1,1,2
9493,113.13818371114051,28.134650793688735,2,0.4266666666666667,2.0,low,2,2,Changsha,6,7,60,2.0,1,1,2
2540,112.99669905389167,28.294910240375657,1,0.4633333333333333,2.0,med,1,1,Changsha,6,7,50,1.0,1,1,1
3273,112.73205537119009,28.0238885191568,1,0.52,2.0,high,1,1,Changsha,6,7,50,1.0,1,1,1
9938,112.581138403458,28.05658719549875,2,0.3999999999999999,1.0,high,2,2,Changsha,6,7,10,2.0,1,1,2
5080,113.4086664431889,28.344856570172706,2,0.5666666666666667,2.0,high,2,2,Changsha,6,7,40,2.0,1,1,2
4047,112.11167883597714,27.92498400637524,1,0.4666666666666667,2.0,high,1,1,Changsha,6,7,50,1.0,1,1,1
7153,112.1542589804444,28.033410661168464,2,0.2766666666666666,2.0,high,2,2,Changsha,6,7,10,2.0,1,1,2
11906,112.97837342209566,28.377195920401007,3,0.34,3.0,med,3,3,Changsha,0,1,80,3.0,3,3,3
1926,112.52957510614954,28.105635210011673,1,0.4066666666666667,2.0,high,1,1,Changsha,6,7,50,1.0,1,1,1
11141,112.7758033255267,28.44744417561915,3,0.4133333333333333,3.0,low,3,3,Changsha,0,1,80,3.0,3,3,3
1452,113.10979694816234,28.41968623333986,1,0.57,2.0,high,1,1,Changsha,6,7,50,1.0,1,1,1
1537,113.50523533623176,28.24029267110119,1,0.56,2.0,high,1,1,Changsha,6,7,50,1.0,1,1,1
5654,112.58787576808888,28.325273296978896,2,0.2466666666666666,2.0,low,2,2,Changsha,6,7,10,2.0,1,1,2
8050,113.22469147300124,28.48373611309758,2,0.5733333333333333,2.0,low,2,2,Changsha,6,7,10,2.0,1,1,2
10234,113.16944508302788,28.06682798973771,3,0.5,3.0,med,3,3,Changsha,0,1,80,3.0,3,3,3
5127,112.45438611686872,28.100245318306957,2,0.3,3.0,high,2,2,Changsha,0,1,10,2.0,3,3,2
7719,113.74975675656908,28.29805434387008,2,0.4433333333333333,1.0,high,2,2,Changsha,6,7,10,2.0,1,1,2
7241,112.68390567196128,28.0682652941923,2,0.3999999999999999,2.0,high,2,2,Changsha,6,7,60,2.0,1,1,2
6705,112.90785567229229,28.10222161193202,2,0.5333333333333333,2.0,high,2,2,Changsha,1,7,10,2.0,2,1,2
10171,113.3357232421184,28.32698009601873,3,0.5033333333333334,3.0,low,3,3,Changsha,0,1,80,3.0,3,3,3
4048,113.19010633456264,28.424896461987753,1,0.4933333333333333,2.0,high,1,1,Changsha,6,7,50,1.0,1,1,1
282,112.99229730899953,28.220170408736912,1,0.5533333333333333,1.0,med,1,1,Changsha,6,7,50,1.0,1,1,1
9893,112.32736433569424,28.23427395869759,2,0.3733333333333333,2.0,low,2,2,Changsha,6,7,10,2.0,1,1,2
6515,113.92888082422252,28.230411202975876,2,0.4533333333333333,3.0,high,2,2,Changsha,0,1,60,2.0,3,3,2
7626,113.33635206281728,28.148844175177825,2,0.5533333333333333,2.0,high,2,2,Changsha,1,7,10,2.0,2,1,2
10360,112.64330182111908,28.466488459642488,3,0.3366666666666666,2.0,high,3,3,Changsha,0,1,80,3.0,3,3,3
9661,111.97944682615474,28.203192249867055,2,0.4933333333333333,2.0,high,2,2,Changsha,6,7,10,2.0,1,1,2
1013,113.11231223095788,28.297066197057543,1,0.48,2.0,med,1,1,Changsha,6,7,50,1.0,1,1,1
6178,112.79583575636256,28.473674981915444,2,0.55,2.0,med,2,2,Changsha,6,7,40,2.0,1,1,2
13792,113.08976451732649,28.109677628790212,3,0.2433333333333333,2.0,med,3,3,Changsha,0,1,80,3.0,3,3,3
12454,112.8366192702616,28.356983826508316,3,0.3833333333333333,3.0,med,3,3,Changsha,0,1,80,3.0,3,3,3
2504,112.94055434863422,28.22187720777674,1,0.42,1.0,high,1,1,Changsha,6,7,50,1.0,1,1,1
6407,112.84353629794931,28.089645197954347,2,0.2566666666666667,1.0,low,2,2,Changsha,6,7,10,2.0,1,1,2
5804,113.06254556421766,28.282693152511634,2,0.5266666666666667,2.0,high,2,2,Changsha,6,7,10,2.0,1,1,2
8239,113.2824531457701,28.38878418756615,2,0.3266666666666666,2.0,high,2,2,Changsha,6,7,40,2.0,1,1,2
737,112.46283028053946,28.257899650669938,1,0.5833333333333334,2.0,low,1,1,Changsha,1,7,50,1.0,2,1,1
5000,112.59955386678244,27.935314632142617,2,0.3733333333333333,2.0,low,2,2,Changsha,6,7,10,2.0,1,1,2
4271,112.97442083484552,28.208222815458125,1,0.5633333333333334,2.0,med,1,1,Changsha,6,7,50,1.0,1,1,1
1335,113.05499971583104,28.273530336613614,1,0.5033333333333334,2.0,low,1,1,Changsha,6,7,50,1.0,1,1,1
34,113.10314941505986,28.295539061074543,1,0.5633333333333332,3.0,low,1,1,Changsha,6,7,50,1.0,1,1,1
3487,112.52670049724036,28.252869085078864,1,0.5133333333333334,1.0,high,1,1,Changsha,6,7,50,1.0,1,1,1
7355,113.13854303725417,28.13483045674556,2,0.5366666666666666,2.0,low,2,2,Changsha,6,7,40,2.0,1,1,2
4053,112.09829393824376,28.10689285140944,1,0.5466666666666666,2.0,med,1,1,Changsha,6,7,50,1.0,1,1,1
9271,112.38162257885506,28.15144928950177,2,0.2099999999999999,1.0,high,2,2,Changsha,6,7,10,2.0,1,1,2
10273,112.48465934194355,28.224302659043865,3,0.3633333333333333,2.0,high,3,3,Changsha,6,7,80,3.0,1,1,3
4401,112.62111343360132,28.42615410338552,1,0.4733333333333333,2.0,med,1,1,Changsha,6,7,50,1.0,1,1,1
