PointID,Original_ID,lon,lat,DW_raw,ESRI_raw,WC_ee_raw
85,7561,120.09044054851556,29.906281108846603,6,7,10
95,6978,118.84088449671266,29.78671923230056,6,7,10
135,8687,120.28591416139552,30.143077211188793,6,7,60
136,9373,120.02486500842365,30.29309920703093,6,7,60
74,9378,120.4617142204276,30.29381712230053,6,7,30
86,8340,119.78878682135104,30.06914977482372,6,7,10
131,9519,120.3256179971754,30.327411989637184,6,7,50
93,9239,119.80378723729484,30.26120771629668,6,7,30
120,5713,118.3914561606369,29.474283398788767,5,11,60
137,9932,120.2604928262898,30.466112327904625,6,7,40
54,8717,119.7630934810811,30.14927536165309,6,7,10
73,7713,120.18781839732075,29.94131626582353,6,7,10
88,9189,119.86783776482656,30.24809350009849,6,7,10
143,8198,120.24872525860978,30.033753430661463,4,5,40
149,8902,120.26129992358048,30.187097456788408,6,7,10
107,7400,119.8138469692714,29.871968326240335,6,7,60
133,8604,119.93835398888574,30.126640964705796,6,7,60
141,9989,120.2214132646574,30.52181095916321,6,7,30
49,6042,119.44284530252364,29.554591808761327,6,7,60
128,7443,120.09349503273724,29.8798743124081,6,7,10
139,9493,120.04893969501116,30.320228377840102,6,7,30
41,8387,119.86379336017104,30.08082816048269,6,7,60
91,9877,120.291211573447,30.436740229265578,6,7,60
129,5155,119.19230625073476,29.31501322736178,6,7,60
6,6929,119.70784967812992,29.776565859201863,6,7,50
18,9895,120.0740890249526,30.44482457947548,6,7,60
23,9614,119.98965148740456,30.35031839174874,6,7,10
30,8998,120.22985880205265,30.20452362370528,6,7,10
33,6591,119.84519890877816,29.69805446695385,1,2,10
90,7075,118.8508550466682,29.80926444722678,0,7,60
62,6443,119.33918012123314,29.658885723300372,6,7,30
130,8042,120.22374983360945,30.004470514043483,4,5,40
142,8177,120.26228984401436,30.02917393387957,1,7,30
150,8622,120.09493086327645,30.129695448927396,6,7,40
38,9875,120.23758642417828,30.436200678038112,6,7,40
42,9299,120.08558904656944,30.27522267090766,6,7,50
116,9014,120.0045627213273,30.209736312836753,6,7,10
87,7025,119.6327494981878,29.79740769752566,1,1,50
76,8368,119.4365579700383,30.07579383539335,1,2,10
132,9536,120.25330475539164,30.33172394035587,6,7,50
119,8583,120.22662595378888,30.12133909355324,6,5,40
101,5786,119.61110056257333,29.490991650436023,6,2,10
82,7896,119.70955305473238,29.97797007648285,6,7,10
45,9811,120.1305947535019,30.410957706974557,6,7,60
10,8057,120.20533374625867,30.006802623894437,6,7,80
144,7007,119.8945165664293,29.792199467495244,0,2,10
48,9980,120.22123490061529,30.5124646833552,6,1,30
53,6251,119.1327460379639,29.60984007081352,6,7,10
138,9867,120.0242362751751,30.433057011795427,1,2,40
28,9607,120.10068310363536,30.34933293041593,6,7,60
50,8584,120.27630033952428,30.121428275574313,1,7,10
89,9904,120.0773263323174,30.44814660976029,0,7,60
81,9779,120.23300246829533,30.400625969833715,0,7,10
71,9064,119.69607765134889,30.22132105737361,6,7,50
121,9256,120.50447254042908,30.265608849036433,6,7,10
134,6645,118.77880935094768,29.71053994990349,0,1,10
94,6000,119.19158387636408,29.544621258805822,0,1,10
147,9187,120.20398709774057,30.24746476684996,1,7,10
125,9739,119.94832453884123,30.38885840215368,0,1,10
148,6854,119.08190336775246,29.757703861745792,0,1,60
123,6693,119.13373595839772,29.720421317837925,0,4,60
110,7379,119.8995464324176,29.869542575267264,0,1,60
77,8948,119.91005653360055,30.19652845551645,0,1,10
109,9985,120.326335912445,30.515608349597873,3,1,40
103,9966,120.0938517608215,30.49144448098925,0,1,40
56,5568,118.84124122479696,29.442213544012375,0,1,60
27,7027,119.08405711356129,29.798214794816342,0,1,40
2,12546,118.99161994872335,29.593488547250537,0,1,80
8,14331,120.14389179284328,30.14568578530506,0,1,80
13,14831,120.17523927324896,30.422725274654596,6,7,80
15,14931,120.27342867844588,30.49800381863887,6,7,80
9,14733,120.16913476390684,30.308099622974716,6,7,80
24,10079,119.10462694672084,29.3828361543847,6,7,80
36,14361,120.1320305840411,30.15789926309045,0,1,80
17,14467,120.2003930622915,30.21575164015786,0,7,80
19,12591,119.05100179745212,29.598518413238825,0,1,80
92,14801,120.18682847688687,30.39631401911504,0,1,40
43,10510,119.23281718380532,29.476258780555444,0,1,80
79,14054,120.07310356361982,30.059714316994626,0,1,80
26,10523,118.68305015582494,29.477516247052517,0,1,80
106,14119,120.12071338556746,30.077412489075744,0,1,80
35,12515,119.18502899781552,29.589176596531864,0,1,80
113,14446,120.18386317468634,30.208028477133283,0,1,80
118,14458,120.36056397213125,30.21197924066665,0,7,50
127,14949,120.2542010347034,30.50357323585462,0,1,80
83,13199,118.78105673787856,29.676945082566828,0,1,80
57,13655,119.59699642594128,29.865859357797117,0,1,80
63,12060,119.17972712666298,29.55423508067704,0,1,10
99,13813,119.86433291139852,29.95236591823397,0,1,80
98,14666,120.2188091496422,30.267044679575644,6,7,80
70,10074,119.22590111807142,29.379692488142023,0,1,80
102,13384,119.65422006976016,29.71709928755311,0,1,80
69,13727,119.54156979984695,29.90502364234953,0,1,80
126,10614,118.84331024768576,29.485694238384532,0,4,80
60,12575,119.10975045383124,29.597082582699613,0,1,80
146,11962,118.96718853405152,29.54902239154558,0,1,80
115,12610,119.11055755112194,29.599686697714823,0,1,80
97,10287,118.74090253289232,29.440327344266777,0,1,80
