Original_ID,lon,lat,Class,margin,Human_Class,Conf,WC_local,WC_bams,City,DW_raw,ESRI_raw,WC_ee_raw,WC_C3,DW_C3,ESRI_C3,WC_ee_C3
4525,119.84726793,30.41005697,1,0.4533333333333333,2.0,high,1,1,Hangzhou,6,7,50,1.0,1,1,1
4961,120.29920674,30.51390497,1,0.6799999999999999,2.0,high,1,1,Hangzhou,6,7,10,1.0,1,1,2
4967,120.24369093,30.51650909,1,0.7100000000000001,1.0,high,1,1,Hangzhou,6,7,50,1.0,1,1,1
5155,119.19230625,29.31501323,2,0.3999999999999999,2.0,high,2,2,Hangzhou,6,7,60,2.0,1,1,2
5759,118.88247453,29.48596178,2,0.68,3.0,low,2,2,Hangzhou,0,1,10,2.0,3,3,2
5841,118.76165073,29.50518497,2,0.3666666666666667,3.0,med,2,2,Hangzhou,0,4,10,2.0,3,3,2
6000,119.19158388,29.54462126,2,0.3233333333333333,2.0,med,2,2,Hangzhou,0,1,10,2.0,3,3,2
6042,119.4428453,29.55459181,2,0.3333333333333333,1.0,high,2,2,Hangzhou,6,7,60,2.0,1,1,2
6244,118.94005936,29.60804305,2,0.3899999999999999,3.0,high,2,2,Hangzhou,1,4,10,2.0,2,3,2
6251,119.13274604,29.60984007,2,0.2966666666666667,3.0,high,2,2,Hangzhou,6,7,10,2.0,1,1,2
6443,119.33918012,29.65888572,2,0.3233333333333333,1.0,med,2,2,Hangzhou,6,7,30,2.0,1,1,2
6591,119.84519891,29.69805447,2,0.2633333333333333,1.0,high,2,2,Hangzhou,1,2,10,2.0,2,2,2
6800,119.6796414,29.744496,2,0.4233333333333333,2.0,high,2,2,Hangzhou,1,7,10,2.0,2,1,2
6825,119.10336948,29.74961505,2,0.6033333333333333,3.0,low,2,2,Hangzhou,0,1,10,2.0,3,3,2
6836,119.0879187,29.75285236,2,0.6633333333333333,2.0,med,2,2,Hangzhou,1,1,10,2.0,2,3,2
6929,119.70784968,29.77656586,2,0.1966666666666666,2.0,high,2,2,Hangzhou,6,7,50,2.0,1,1,1
7400,119.81384697,29.87196833,2,0.3266666666666666,1.0,high,2,2,Hangzhou,6,7,60,2.0,1,1,2
7416,119.5224358,29.87412207,2,0.6333333333333333,2.0,high,2,2,Hangzhou,1,7,30,2.0,2,1,2
7510,119.60696698,29.89352808,2,0.5933333333333334,3.0,med,2,2,Hangzhou,1,7,30,2.0,2,1,2
7518,118.99871884,29.89523592,2,0.6266666666666667,2.0,med,2,2,Hangzhou,1,2,10,2.0,2,2,2
7713,120.1878184,29.94131627,2,0.32,1.0,med,2,2,Hangzhou,6,7,10,2.0,1,1,2
7736,119.3047737,29.94607859,2,0.54,2.0,low,2,2,Hangzhou,6,7,10,2.0,1,1,2
7863,120.00573101,29.97051446,2,0.2533333333333333,1.0,high,2,2,Hangzhou,6,7,10,2.0,1,1,2
7896,119.70955305,29.97797008,2,0.3133333333333333,2.0,low,2,2,Hangzhou,6,7,10,2.0,1,1,2
7934,119.88149153,29.98452496,2,0.68,2.0,med,2,2,Hangzhou,4,5,40,2.0,2,2,2
8057,120.20533375,30.00680262,2,0.2366666666666667,3.0,high,2,2,Hangzhou,6,7,80,2.0,1,1,3
8078,119.41580531,30.01165413,2,0.52,2.0,low,2,2,Hangzhou,1,2,30,2.0,2,2,2
8092,119.74512776,30.01479779,2,0.5733333333333333,2.0,high,2,2,Hangzhou,6,5,30,2.0,1,2,2
8228,119.34466036,30.04049113,2,0.6333333333333333,2.0,high,2,2,Hangzhou,6,7,10,2.0,1,1,2
8262,119.15439497,30.04830794,2,0.3799999999999999,2.0,med,2,2,Hangzhou,6,7,10,2.0,1,1,2
8368,119.43655797,30.07579384,2,0.3066666666666666,2.0,high,2,2,Hangzhou,1,2,10,2.0,2,2,2
8387,119.86379336,30.08082816,2,0.34,2.0,low,2,2,Hangzhou,6,7,60,2.0,1,1,2
8581,119.42056763,30.12098237,2,0.4333333333333333,2.0,low,2,2,Hangzhou,1,2,40,2.0,2,2,2
8591,119.6497253,30.12313611,2,0.4466666666666667,2.0,med,2,2,Hangzhou,1,2,10,2.0,2,2,2
8627,119.82435707,30.13113128,2,0.5866666666666667,2.0,high,2,2,Hangzhou,1,2,10,2.0,2,2,2
8675,119.97338915,30.14181974,2,0.5333333333333334,2.0,med,2,2,Hangzhou,6,7,60,2.0,1,1,2
8717,119.76309348,30.14927536,2,0.32,2.0,med,2,2,Hangzhou,6,7,10,2.0,1,1,2
8848,120.17137769,30.17766646,2,0.1999999999999999,1.0,high,2,2,Hangzhou,6,7,50,2.0,1,1,1
8967,119.5836102,30.19895421,2,0.42,2.0,med,2,2,Hangzhou,6,7,40,2.0,1,1,2
8998,120.2298588,30.20452362,2,0.2499999999999999,2.0,med,2,2,Hangzhou,6,7,10,2.0,1,1,2
9058,120.28537461,30.21925649,2,0.24,1.0,high,2,2,Hangzhou,6,7,60,2.0,1,1,2
9062,119.62259613,30.22042478,2,0.5266666666666667,3.0,low,2,2,Hangzhou,0,1,30,2.0,3,3,2
9118,119.95713126,30.2308457,2,0.2199999999999999,2.0,med,2,2,Hangzhou,6,7,10,2.0,1,1,2
9189,119.86783776,30.2480935,2,0.32,2.0,high,2,2,Hangzhou,6,7,10,2.0,1,1,2
9226,120.5575626,30.25797487,2,0.47,3.0,low,2,2,Hangzhou,0,1,60,2.0,3,3,2
9329,119.74216246,30.28088127,2,0.6766666666666666,2.0,high,2,2,Hangzhou,6,7,10,2.0,1,1,2
9361,119.73138481,30.2890548,2,0.6133333333333333,2.0,low,2,2,Hangzhou,6,7,10,2.0,1,1,2
9378,120.46171422,30.29381712,2,0.3066666666666666,1.0,high,2,2,Hangzhou,6,7,30,2.0,1,1,2
9405,120.16437244,30.30073319,2,0.3,2.0,low,2,2,Hangzhou,6,7,60,2.0,1,1,2
9484,119.6338286,30.31780263,2,0.2733333333333334,2.0,med,2,2,Hangzhou,6,7,10,2.0,1,1,2
9536,120.25330476,30.33172394,2,0.3666666666666666,1.0,high,2,2,Hangzhou,6,7,50,2.0,1,1,1
9607,120.1006831,30.34933293,2,0.2766666666666666,1.0,high,2,2,Hangzhou,6,7,60,2.0,1,1,2
9613,119.30261995,30.35031839,2,0.4666666666666666,2.0,med,2,2,Hangzhou,6,7,30,2.0,1,1,2
9633,119.87502584,30.35633818,2,0.5033333333333333,2.0,med,2,2,Hangzhou,0,1,40,2.0,3,3,2
9650,119.91410094,30.36065013,2,0.4233333333333333,2.0,med,2,2,Hangzhou,0,1,40,2.0,3,3,2
9694,119.76165765,30.37313561,2,0.4233333333333333,2.0,high,2,2,Hangzhou,1,2,10,2.0,2,2,2
9702,120.16805566,30.37520463,2,0.4566666666666667,2.0,med,2,2,Hangzhou,6,7,10,2.0,1,1,2
9787,120.09618833,30.40233381,2,0.2533333333333333,2.0,high,2,2,Hangzhou,6,7,40,2.0,1,1,2
9791,119.82301042,30.40385882,2,0.5133333333333334,2.0,med,2,2,Hangzhou,6,7,40,2.0,1,1,2
9796,120.17937286,30.40610621,2,0.5933333333333334,2.0,med,2,2,Hangzhou,6,7,10,2.0,1,1,2
9811,120.13059475,30.41095771,2,0.3866666666666666,1.0,high,2,2,Hangzhou,6,7,60,2.0,1,1,2
9877,120.29121157,30.43674023,2,0.36,2.0,med,2,2,Hangzhou,6,7,60,2.0,1,1,2
9910,120.08963345,30.45254774,2,0.4133333333333333,2.0,med,2,2,Hangzhou,6,7,40,2.0,1,1,2
9946,120.12493615,30.47608288,2,0.48,2.0,low,2,2,Hangzhou,0,1,30,2.0,3,3,2
10026,119.35418054,29.30405276,3,0.47,3.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
10074,119.22590112,29.37969249,3,0.3266666666666666,3.0,low,3,3,Hangzhou,0,1,80,3.0,3,3,3
10077,119.51713393,29.3812175,3,0.41,2.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
10151,118.63732653,29.41643102,3,0.3833333333333333,2.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
10173,118.67756992,29.42020342,3,0.6733333333333333,3.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
10220,118.73748686,29.42748067,3,0.5466666666666666,2.0,med,3,3,Hangzhou,0,1,10,3.0,3,3,2
10287,118.74090253,29.44032734,3,0.3966666666666666,3.0,low,3,3,Hangzhou,0,1,80,3.0,3,3,3
10357,118.69823339,29.46215464,3,0.4733333333333334,2.0,med,3,3,Hangzhou,0,4,10,3.0,3,3,2
10379,118.761022,29.46494158,3,0.6333333333333333,2.0,high,3,3,Hangzhou,0,1,80,3.0,3,3,3
10416,118.68915912,29.46835279,3,0.4566666666666666,2.0,high,3,3,Hangzhou,0,4,80,3.0,3,3,3
10418,118.78851235,29.46835279,3,0.7033333333333334,3.0,high,3,3,Hangzhou,0,1,80,3.0,3,3,3
10510,119.23281718,29.47625878,3,0.3133333333333333,3.0,high,3,3,Hangzhou,0,1,80,3.0,3,3,3
10523,118.68305016,29.47751625,3,0.2733333333333333,2.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
10559,118.83055276,29.48093192,3,0.64,3.0,med,3,3,Hangzhou,0,4,80,3.0,3,3,3
10599,118.88013796,29.48470432,3,0.4966666666666666,3.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
10605,119.21206899,29.48488268,3,0.52,3.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
11079,119.04138798,29.51030402,3,0.6766666666666666,2.0,low,3,3,Hangzhou,0,1,80,3.0,3,3,3
11620,119.58226356,29.53554699,3,0.42,2.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
11702,119.15224123,29.53806192,3,0.4333333333333333,3.0,low,3,3,Hangzhou,0,4,80,3.0,3,3,3
11801,118.8761872,29.54102722,3,0.6266666666666667,3.0,low,3,3,Hangzhou,0,4,80,3.0,3,3,3
11873,119.15861774,29.54462126,3,0.4633333333333334,3.0,low,3,3,Hangzhou,0,1,80,3.0,3,3,3
11962,118.96718853,29.54902239,3,0.38,3.0,high,3,3,Hangzhou,0,1,80,3.0,3,3,3
12060,119.17972713,29.55423508,3,0.3133333333333333,3.0,med,3,3,Hangzhou,0,1,10,3.0,3,3,2
12086,119.06384401,29.55522054,3,0.6533333333333333,3.0,med,3,3,Hangzhou,0,1,10,3.0,3,3,2
12221,118.98883747,29.56303735,3,0.3933333333333333,3.0,med,3,3,Hangzhou,1,1,10,3.0,2,3,2
12510,118.91733133,29.58854786,3,0.56,3.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
12515,119.185029,29.5891766,3,0.2866666666666667,3.0,low,3,3,Hangzhou,0,1,80,3.0,3,3,3
12546,118.99161995,29.59348855,3,0.1666666666666666,3.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
12573,119.12861245,29.59681504,3,0.46,2.0,med,3,3,Hangzhou,0,4,80,3.0,3,3,3
12575,119.10975045,29.59708258,3,0.36,3.0,high,3,3,Hangzhou,0,1,80,3.0,3,3,3
12610,119.11055755,29.5996867,3,0.3933333333333333,3.0,high,3,3,Hangzhou,0,1,80,3.0,3,3,3
12634,119.11989937,29.60238445,3,0.5700000000000001,3.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
12864,119.00518453,29.62771661,3,0.6366666666666667,3.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
12936,119.00150132,29.63696924,3,0.5700000000000001,3.0,med,3,3,Hangzhou,0,4,80,3.0,3,3,3
12986,118.92442575,29.64244948,3,0.4033333333333332,2.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
13138,119.02351144,29.66517751,3,0.43,2.0,med,3,3,Hangzhou,0,1,10,3.0,3,3,2
13199,118.78105674,29.67694508,3,0.3299999999999999,3.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
13403,119.65448762,29.72185715,3,0.5633333333333334,2.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
13483,119.63741818,29.74269899,3,0.3966666666666667,3.0,med,3,3,Hangzhou,0,1,60,3.0,3,3,2
13515,119.64631408,29.76003597,3,0.38,3.0,med,3,3,Hangzhou,0,7,80,3.0,3,1,3
13644,118.84052331,29.84969066,3,0.71,3.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
13655,119.59699643,29.86585936,3,0.3,2.0,low,3,3,Hangzhou,0,1,80,3.0,3,3,3
13689,119.56878815,29.87996349,3,0.6533333333333333,3.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
13727,119.5415698,29.90502364,3,0.3299999999999999,3.0,high,3,3,Hangzhou,0,1,80,3.0,3,3,3
13800,119.43682552,29.93988044,3,0.4433333333333333,3.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
13801,119.46449424,29.94059835,3,0.5566666666666666,2.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
13813,119.86433291,29.95236592,3,0.3233333333333333,3.0,high,3,3,Hangzhou,0,1,80,3.0,3,3,3
14265,120.21171472,30.12107155,3,0.64,3.0,med,3,3,Hangzhou,0,7,80,3.0,3,1,3
14525,119.68763657,30.23542519,3,0.4666666666666667,3.0,med,3,3,Hangzhou,0,7,80,3.0,3,1,3
14544,120.2268935,30.23973714,3,0.4899999999999999,3.0,med,3,3,Hangzhou,0,7,80,3.0,3,1,3
14549,119.71206799,30.24081625,3,0.4600000000000001,3.0,med,3,3,Hangzhou,0,1,10,3.0,3,3,2
14630,119.99971122,30.25554912,3,0.4899999999999999,3.0,med,3,3,Hangzhou,0,1,80,3.0,3,3,3
14714,120.16823403,30.28662905,3,0.6666666666666667,2.0,high,3,3,Hangzhou,0,7,80,3.0,3,1,3
14733,120.16913476,30.30809962,3,0.2066666666666667,3.0,high,3,3,Hangzhou,6,7,80,3.0,1,1,3
